OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-01342702,MOHAWK RIVER AT FRANKFORT NY,Stream,,02020004,619,sq mi,,,43.04333889000000,-75.0621194000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,383,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342725,STEELE CREEK AT ST HWY 51 NEAR ELIZABETHTOWN NY,Stream,,02020004,12.7,sq mi,,,42.96916667000000,-75.1007500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342730,STEELE CREEK AT ILION NY,Stream,,02020004,26.4,sq mi,,,43.00658330000000,-75.0416667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,426.52,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134273105,STEELE CREEK AT MOUTH AT ILION NY,Stream,,02020004,27.4,sq mi,,,43.02229240000000,-75.0434906000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342750,FULMER CREEK AT MOHAWK NY,Stream,,02020004,26.4,sq mi,,,43.01027778000000,-75.0113888900000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277112,HONNEDAGA LAKE TRIBUTARY NO. 2 NR FOREST LODGE NY,Stream,,02020004,0.07,sq mi,,,43.53380556000000,-74.8618333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2200,feet,10,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277114,HONNEDAGA LAKE TRIBUTARY NO. 3 NR FOREST LODGE NY,Stream,,02020004,0.12,sq mi,,,43.53138889000000,-74.8529167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2200,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277118,HONNEDAGA L TRIB NO 4 NORTH OF FOREST LODGE NY,Stream,,02020004,0.54,sq mi,,,43.53022220000000,-74.8026944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2367,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013427711805,HONNEDAGA L TRIB NO 4 NR FOREST LODGE NY,Stream,,02020004,0.55,sq mi,,,43.52833330000000,-74.8019444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013427711835,HONNEDAGA L TRIB NO 4 UPSTREAM OF FOREST LODGE NY,Stream,,02020004,0.74,sq mi,,,43.52644444000000,-74.8014444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277119,HONNEDAGA L TRIB NO 4 AT FOREST LODGE NY,Stream,,02020004,0.84,sq mi,,,43.52105556000000,-74.8011111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277120,HONNEDAGA L TRIB NO5 SOUTHEAST OF FOREST LODGE NY,Stream,,02020004,0.13,sq mi,,,43.51358330000000,-74.7979722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2236,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277121,HONNEDAGA LAKE TRIBUTARY NO. 5 AT FOREST LODGE NY,Stream,,02020004,0.12,sq mi,,,43.51430556000000,-74.7988611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277123,HONNEDAGA LAKE TRIBUTARY NO. 6 AT FOREST LODGE NY,Stream,,02020004,0.07,sq mi,,,43.51150000000000,-74.8148611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342781,G LAKE AT OUTLET NEAR HOFFMEISTER NY,"Lake, Reservoir, Impoundment",,02020004,,,,,43.41861110000000,-74.6361667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,2037,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342797,VLY BROOK NEAR MOREHOUSEVILLE NY,Stream,,02020004,3.28,sq mi,3.28,sq mi,43.39277778000000,-74.8327777800000,24000,1,seconds,Interpolated from MAP.,NAD83,1566.28,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01343002,FOURMILE BROOK NEAR HOFFMEISTER NY,Stream,,02020004,2.42,sq mi,,,43.37527778000000,-74.7305556000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01343060,WEST CANADA CREEK NEAR WILMURT NY,Stream,,02020004,238,sq mi,,,43.36611110000000,-74.9577777800000,24000,1,seconds,Interpolated from MAP.,NAD83,1257.60,feet,.07,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01346000,WEST CANADA CREEK AT KAST BRIDGE NY,Stream,,02020004,560,sq mi,,,43.06852778000000,-74.9882777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,438.46,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01347258,OTTER LAKE OUTLET AT CANADA LAKE NY,Stream,,02020004,,,,,43.18466667000000,-74.5041667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1656,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01347260,UNNAMED LAKE OUTLET BELOW OTTER LK AT CANADA LK NY,Stream,,02020004,1.58,sq mi,,,43.18108889000000,-74.5032000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1656,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01348002,EAST CANADA CREEK NEAR ST. JOHNSVILLE NY,Stream,,02020004,289,sq mi,,,43.00729360000000,-74.7407023000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01348065,MOHAWK RIVER AT ST JOHNSVILLE NY,Stream,,02020004,1687,sq mi,,,42.99419720000000,-74.6795694000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,304,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01348580,CAROGA CREEK AT PALANTINE CHURCH NY,Stream,,02020004,88.1,sq mi,,,42.96785010000000,-74.6276428000000,24000,1,seconds,Interpolated from MAP.,NAD83,318,feet,1,feet,Interpolated from topographic map.,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349150,CANAJOHARIE CREEK NEAR CANAJOHARIE NY,Stream,,02020004,59.7,sq mi,,,42.87627778000000,-74.6028611000000,24000,.1,seconds,Interpolated from MAP.,NAD83,635.23,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134931005,LASHER CREEK AT MOUTH NEAR RANDALL NY,Stream,,02020004,5.27,sq mi,,,42.89562910000000,-74.4706928800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349503,CAYADUTTA CREEK AT SH 334 AT SAMMONSVILLE NY,Stream,,02020004,41.9,sq mi,,,42.98701750000000,-74.4301370000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,035,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349810,WEST KILL NEAR WEST KILL NY,Stream,,02020005,27.0,sq mi,,,42.23027778000000,-74.3930556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1370.67,feet,.01,feet,Differentially corrected Global Positioning System.,NGVD29,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349840,BATAVIA KILL NEAR MAPLECREST NY,Stream,,02020005,2.03,sq mi,,,42.28963889000000,-74.1162777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349950,BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY,Stream,,02020005,68.6,sq mi,,,42.30833330000000,-74.3900000000000,24000,1,seconds,Interpolated from MAP.,NAD83,1268.54,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01350080,MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,Stream,,02020005,32.4,sq mi,,,42.37694444000000,-74.4130556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1254.63,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,095,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01350101,SCHOHARIE CREEK AT GILBOA NY,Stream,,02020005,316,sq mi,,,42.39722220000000,-74.4505556000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,938.97,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,095,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01350140,MINE KILL NEAR NORTH BLENHEIM NY,Stream,,02020005,16.2,sq mi,16.2,sq mi,42.42888889000000,-74.4730556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1060.13,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,095,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01353995,SCHOHARIE CREEK AT FORT HUNTER NY,Stream,,02020005,923,sq mi,,,42.93666667000000,-74.2812222000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01354083,MOHAWK RIVER AT AMSTERDAM NY,Stream,,02020004,3152,sq mi,,,42.93400000000000,-74.1918611000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,234.50,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01354470,POENTIC KILL AT SCHENECTADY NY,Stream,,02020004,6.72,sq mi,,,42.80868739000000,-73.9920699000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,093,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01354930,ALPLAUS KILL AT ST HWY 67 NEAR WEST CHARLTON NY,Stream,,02020004,4.75,sq mi,,,42.97397220000000,-74.0203333000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01356190,LISHA KILL NORTHWEST OF NISKAYUNA NY,Stream,,02020004,16.2,sq mi,,,42.78361110000000,-73.8566667000000,24000,1,seconds,Interpolated from MAP.,NAD83,238.78,feet,.01,feet,Differentially corrected Global Positioning System.,NGVD29,US,36,093,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0135632105,SHAKERS CREEK AT MOUTH NEAR LATHAM NY,Stream,,02020004,11.5,sq mi,,,42.77924429000000,-73.7912317800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,001,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01356400,MOHAWK RIVER NEAR LATHAM NY,Stream,,02020004,3421,sq mi,,,42.79035534000000,-73.7831760000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,001,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0135749950,MOHAWK RIVER DIVERSION TO POWER PLANT AT COHOES NY,Stream,,02020004,1.67,sq mi,,,42.78569444000000,-73.7104167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,001,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01357500,MOHAWK RIVER AT COHOES NY,Stream,,02020004,3450,sq mi,,,42.78538889000000,-73.7077777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,48.47,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,001,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01359135,PATROON CREEK AT ALBANY NY,Stream,,02020006,13.8,sq mi,,,42.66344444000000,-73.7448611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,001,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0136219203,ESOPUS CREEK ABOVE ELK BUSHKILL AT OLIVEREA NY,Stream,,02020006,11.7,sq mi,,,42.05250000000000,-74.4562222000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013621955,BIRCH CREEK AT BIG INDIAN NY,Stream,,02020006,12.5,sq mi,,,42.10888889000000,-74.4519444000000,24000,1,seconds,Interpolated from MAP.,NAD83,1227.42,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0136219565,ESOPUS CREEK AT RT47 BRIDGE AT BIG INDIAN NY,Stream,,02020006,43.2,sq mi,,,42.10416667000000,-74.4358333000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362197,BUSHNELLSVILLE CR AT SHANDAKEN NY,Stream,,02020006,11.0,sq mi,,,42.12472220000000,-74.4011388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1090.37,feet,.01,feet,Differentially corrected Global Positioning System.,NGVD29,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0136219710,ESOPUS CREEK US FROM RT28 BRIDGE AT SHANDAKEN NY,Stream,,02020006,58.7,sq mi,,,42.11944444000000,-74.3975000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362199,FOX HOLLOW TRIB TO ESOPUS CREEK AT ALLABEN NY,Stream,,02020006,3.98,sq mi,,,42.11611110000000,-74.3805556000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362200,ESOPUS CREEK AT ALLABEN NY,Stream,,02020006,63.7,sq mi,,,42.11694444000000,-74.3802777800000,24000,1,seconds,Interpolated from MAP.,NAD83,996.98,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362215,ESOPUS CREEK TRIB AT PECK HOLLOW RD AT ALLABEN NY,Stream,,02020006,4.73,sq mi,,,42.12555556000000,-74.3763888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0136223005,ESOPUS CREEK BLW AQUEDUCT (650 FT) AT ALLABEN NY,Stream,,02020006,69.9,sq mi,,,42.11333330000000,-74.3618888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362232,BROADSTREET HOLLOW BROOK AT HWY28 AT ALLABEN NY,Stream,,02020006,9.16,sq mi,,,42.11255556000000,-74.3586944000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362250,ESOPUS CREEK NEAR PHOENICIA NY,Stream,,02020006,83.3,sq mi,,,42.09250000000000,-74.3359722000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0136230002,WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY,Stream,,02020006,20.6,sq mi,,,42.07972220000000,-74.3345833000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,870.52,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0136234191,STONY CLOVE CREEK (REF) AT LANESVILLE NY,Stream,,02020006,14.3,sq mi,,,42.12030556000000,-74.2681667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362342,HOLLOW TREE BROOK AT LANESVILLE NY,Stream,,02020006,1.95,sq mi,,,42.14222220000000,-74.2650000000000,24000,1,seconds,Interpolated from MAP.,NAD83,1476.46,feet,.10,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362357,WARNER CREEK NEAR CHICHESTER NY,Stream,,02020006,8.71,sq mi,,,42.09616667000000,-74.2904167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1119.95,feet,.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362370,STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY,Stream,,02020006,30.9,sq mi,,,42.10202778000000,-74.3108888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,947.52,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362380,STONY CLOVE CREEK NEAR PHOENICIA NY,Stream,,02020006,31.5,sq mi,,,42.09814568000000,-74.3170919900000,24000,1,seconds,Interpolated from MAP.,NAD83,892.69,feet,.01,feet,Differentially corrected Global Positioning System.,NGVD29,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362398,STONY CLOVE CR ABOVE ST HWY 214 AT PHOENICIA NY,Stream,,02020006,32.4,sq mi,,,42.08305556000000,-74.3158333000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362405,ESOPUS CREEK AT PHOENICIA NY,Stream,,02020006,138,sq mi,,,42.08194444000000,-74.3120277800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362420,ESOPUS CREEK NEAR MOUNT PLEASANT NY,Stream,,02020006,141,sq mi,,,42.06361110000000,-74.3063888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362430,ESOPUS CREEK AT MOUNT TREMPER NY,Stream,,02020006,144,sq mi,,,42.04688889000000,-74.2800000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362465,BEAVER KILL TRIBUTARY ABOVE LAKE HILL NY,Stream,,02020006,1.02,sq mi,,,42.08305556000000,-74.1830556000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362487,BEAVER KILL AT MOUNT TREMPER NY,Stream,,02020006,25.0,sq mi,,,42.04675800000000,-74.2768136000000,24000,1,seconds,Interpolated from MAP.,NAD83,700,feet,10,feet,Interpolated from topographic map.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362497,LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY,Stream,,02020006,16.5,sq mi,,,42.01944444000000,-74.2663888900000,24000,1,seconds,Interpolated from MAP.,NAD83,658.36,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01362500,ESOPUS CREEK AT COLDBROOK NY,Stream,,02020006,192,sq mi,,,42.01447220000000,-74.2701944000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,621.54,feet,.01,feet,Level or other surveyed method.,NGVD29,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01363382,BUSH KILL BLW MALTBY HOLLOW BK AT WEST SHOKAN NY,Stream,,02020006,17.0,sq mi,,,41.96555556000000,-74.2930556000000,24000,1,seconds,Interpolated from MAP.,NAD83,682.34,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01363400,ASHOKAN RESERVOIR AT ASHOKAN NY,"Lake, Reservoir, Impoundment",,02020006,256,sq mi,,,41.95037030000000,-74.2079235000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01364959,RONDOUT CR ABOVE RED BROOK AT PEEKAMOOSE NY,Stream,,02020007,5.36,sq mi,,,41.93694444000000,-74.3747222000000,24000,1,seconds,Interpolated from MAP.,NAD83,1671.21,feet,.01,feet,Differentially corrected Global Positioning System.,NGVD29,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01364962,RONDOUT CREEK AT PEEKAMOOSE NY,Stream,,02020007,9.12,sq mi,,,41.92730556000000,-74.3816388900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1419,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01364968,RONDOUT CR ABOVE BEAR HOLE BROOK NR SUNDOWN NY,Stream,,02020007,14.2,sq mi,,,41.91497220000000,-74.4324444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1195,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01364975,RONDOUT CREEK ABOVE SUNDOWN CREEK AT SUNDOWN NY,Stream,,02020007,26.1,sq mi,,,41.89169444000000,-74.4644722000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,994,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,111,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01365000,RONDOUT CREEK NEAR LOWES CORNERS NY,Stream,,02020007,38.3,sq mi,38.3,sq mi,41.86638889000000,-74.4872222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,874.68,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,105,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01365005,RONDOUT CREEK AT LOWES CORNERS NY,Stream,,02020007,39.4,sq mi,,,41.86391667000000,-74.4976944000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,849,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,105,,,,,,,,,,NWIS
