Flow,Monitoring Set,Monitoring Location,Date,Analyte,Value,Unit,Test Location,Remarks
Base Flow,Keuka Lake Tributaries,Glen Brook Mouth,"Sep 15, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Pulteney Mouth,"Sep 15, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.34,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Sep 13, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.57,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Sep 13, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Fall Creek,Cayuga Street Bridge,"Sep 13, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.58,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Willow Grove Mouth,"Sep 15, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.61,mg/L,Lab,
Base Flow,Keuka Lake Tributaries,Reservoir Hill and Glen Brook,"Sep 15, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Canoga Creek,Canoga Creek North Branch,"Sep 27, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Burroughs Creek,Burroughs Creek,"Sep 27, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.23,mg/L,Lab,
Base Flow,Keuka Lake,East thermocline depth,"Sep 29, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Keuka Lake,West thermocline depth,"Sep 29, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Falls,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.7,mg/L,Lab,
Base Flow,Trumansburg Creek,Camp Barton,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,2.46,mg/L,Lab,
Base Flow,Canoga Creek,Canoga Creek South Branch,"Sep 27, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.85,mg/L,Lab,
Base Flow,Burroughs Creek,Wiiliamson Creek,"Sep 27, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.29,mg/L,Lab,
Base Flow,Burroughs Creek,Burroughs Creek @ Seybolt Road,"Sep 27, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.89,mg/L,Lab,
Base Flow,Trumansburg Creek,Curry Road,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.75,mg/L,Lab,
Base Flow,Trumansburg Creek,Lake Street Bridge,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.84,mg/L,Lab,
Base Flow,Trumansburg Creek,Boardman Creek,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.81,mg/L,Lab,
Base Flow,Trumansburg Creek,Salo Drive,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.83,mg/L,Lab,
Base Flow,Trumansburg Creek,Outfall of Sewage Plant,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,13.8,mg/L,Lab,
Base Flow,Taughannock Creek,Podunk Road,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.21,mg/L,Lab,
Base Flow,Taughannock Creek,Mecklenburg,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,2.03,mg/L,Lab,
Base Flow,Taughannock Creek,Waterburg Road,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.45,mg/L,Lab,
Base Flow,Taughannock Creek,Culver Road,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.84,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Creek Headwaters,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.39,mg/L,Lab,
Base Flow,Taughannock Creek,Spring Brook,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.58,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek Mouth,"Oct 12, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.01,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek at 96a,"Oct 12, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.829,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek at Hall Rd.,"Oct 12, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.04,mg/L,Lab,
Base Flow,Taughannock Creek,Halseyville Road,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Taughannock Creek,Bolter Creek,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.71,mg/L,Lab,
Base Flow,Cayuga Nature Center Creek,Cayuga Nature Center Creek at Center - Upstream,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Cayuga Nature Center Creek,Cayuga Nature Center Creek at Comstock,"Oct 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.19,mg/L,Lab,
Base Flow,Sheldrake Creek,Sheldrake Creek at Lodi Covert Townline Rd.,"Oct 12, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,1.29,mg/L,Lab,
Base Flow,Six Mile Creek,Plain Street,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.15,mg/L,Lab,
Base Flow,Six Mile Creek,German Cross Road,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.19,mg/L,Lab,
Base Flow,Six Mile Creek,Horse Farm,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Six Mile Creek,Midline Rd,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.11,mg/L,Lab,
Base Flow,Six Mile Creek,Irish Settlement Rd,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Six Mile Creek,Banks Road,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Six Mile Creek,Barrile Site,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Six Mile Creek,Yellow Barn Road,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Six Mile Creek,Gasline,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Six Mile Creek,Spur Creek,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,
Base Flow,Cayuga Inlet,Brown Road,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.55,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.35,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.45,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Upper Treman,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.6,mg/L,Lab,
Base Flow,Cayuga Inlet,Coy Glen near Mouth,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.98,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Newfield Group,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.19,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek near Mouth,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.45,mg/L,Lab,
Base Flow,Cayuga Inlet,Route 89,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.38,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.3,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.37,mg/L,Lab,
Base Flow,Cayuga Inlet,Lickbrook at W. Jersey Hill ,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.06,mg/L,Lab,
Base Flow,Cayuga Inlet,Cass Park,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.31,mg/L,Lab,
Base Flow,Stewart Park,South of Devon,"Dec 16, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Cayuga Inlet,Downstream of Cornell University Borehole Observatory (CUBO) Site,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.26,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Headwaters,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.23,mg/L,Lab,
Base Flow,Pony Hollow Creek,Chaffee Creek @ Route 13,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Stewart Park,Pleasant Brook/Stewart,"Dec 16, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.23,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Cornell University Borehole Observatory (CUBO) Site,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Driveway Crossing,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.34,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Cayuta Rd.,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.57,mg/L,Lab,
Base Flow,Stewart Park,Pleasant Grove Brook- East Shore Dr.,"Dec 16, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Cayuga Nature Center Creek,Cayuga Nature Center Creek at Center - Upstream,"May 19, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.251,mg/L,Lab,
Base Flow,Cayuga Nature Center Creek,Cayuga Nature Center Creek at Comstock,"May 19, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.298,mg/L,Lab,
Base Flow,Six Mile Creek,Wildflower Preserve,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.16,mg/L,Lab,
Base Flow,Six Mile Creek,Beaver Creek,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.11,mg/L,Lab,
Base Flow,Six Mile Creek,Six Hundred Rd,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,
Base Flow,Six Mile Creek,Boiceville,"Nov 03, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.23,mg/L,Lab,
Base Flow,Cayuga Inlet,Depot Road (Newfield),"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.48,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.36,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.9,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Mouth,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.27,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Nov 04, 2021",Nitrate-+Nitrite-Nitrogen (as N) ,0.25,mg/L,Lab,
Base Flow,Six Mile Creek,Plain Street,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.28,mg/L,Lab,
Base Flow,Six Mile Creek,German Cross Road,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.36,mg/L,Lab,
Base Flow,Six Mile Creek,Beaver Creek,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Six Mile Creek,Boiceville,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.38,mg/L,Lab,
Base Flow,Six Mile Creek,Midline Rd,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.3,mg/L,Lab,
Base Flow,Six Mile Creek,Spur Creek,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.16,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.84,mg/L,Lab,
Base Flow,Six Mile Creek,Wildflower Preserve,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.27,mg/L,Lab,
Base Flow,Six Mile Creek,Horse Farm,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.44,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.39,mg/L,Lab,
Base Flow,Six Mile Creek,Six Hundred Rd,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.28,mg/L,Lab,
Base Flow,Six Mile Creek,Irish Settlement Rd,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.28,mg/L,Lab,
Base Flow,Six Mile Creek,Yellow Barn Road,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Six Mile Creek,Banks Road,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.36,mg/L,Lab,
Base Flow,Six Mile Creek,Gasline,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.34,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.93,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.76,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.79,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Inlet,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,5.16,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.88,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.86,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.29,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.96,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.2,mg/L,Lab,
Base Flow,Trumansburg Creek,Lake Street Bridge,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.94,mg/L,Lab,
Base Flow,Trumansburg Creek,Boardman Creek,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.75,mg/L,Lab,
Base Flow,Trumansburg Creek,Salo Drive,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.11,mg/L,Lab,
Base Flow,Trumansburg Creek,Outfall of Sewage Plant,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,7.56,mg/L,Lab,
Base Flow,Taughannock Creek,Podunk Road,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.24,mg/L,Lab,
Base Flow,Taughannock Creek,Waterburg Road,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.25,mg/L,Lab,
Base Flow,Taughannock Creek,Bolter Creek,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.69,mg/L,Lab,
Base Flow,Taughannock Creek,Culver Road,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.31,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Mouth,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,2.13,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Moonshine,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,2.04,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Sherwood,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,3.82,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Atwater Rd,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,5.96,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Belltown Rd,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,6.57,mg/L,Lab,
Base Flow,Direct Streams,Town Line Creek Lake Rd,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,3.93,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.39,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,2.09,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.29,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Forest Home,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.28,mg/L,Lab,
Base Flow,Trumansburg Creek,Curry Road,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.92,mg/L,Lab,
Base Flow,Trumansburg Creek,Camp Barton,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.06,mg/L,Lab,
Base Flow,Taughannock Creek,Halseyville Road,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.11,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Falls,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.98,mg/L,Lab,
Base Flow,Taughannock Creek,Mecklenburg,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.44,mg/L,Lab,
Base Flow,Taughannock Creek,Spring Brook,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.88,mg/L,Lab,
Base Flow,Taughannock Creek,Taughannock Creek Depew Rd.,"Apr 13, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,1.47,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Tributary,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,3.16,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Mouth,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,3.58,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Rafferty Road,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,2.91,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Mouth,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,4.96,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Dublin Hill,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,4.65,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Tributary Lake Rd,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,5.06,mg/L,Lab,
Base Flow,Direct Streams,Town Line Creek Mouth,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,2.66,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek at 34B,"Apr 14, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,11.2,mg/L,Lab,
Base Flow,Six Mile Creek,Barrile Site,"Mar 30, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.37,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,6.09,mg/L,Lab,""
Base Flow,Keuka Lake,Central Shallow,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Keuka Lake,Central Deep,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.22,mg/L,Lab,
Base Flow,Keuka Lake,East Branch Deep,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.22,mg/L,Lab,
Base Flow,Keuka Lake,South Shallow,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.22,mg/L,Lab,
Base Flow,Keuka Lake,Eggleston Pt,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Keuka Lake,South Deep,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Keuka Lake,H\port Beach,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.23,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.19,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.28,mg/L,Lab,
Base Flow,Keuka Lake,West Branch Shallow,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.23,mg/L,Lab,
Base Flow,Cayuga Inlet,Depot Road (Newfield),"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.31,mg/L,Lab,
Base Flow,Cayuga Inlet,Brown Road,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.33,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.26,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek near Mouth,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.33,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Mouth,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.11,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.1,mg/L,Lab,
Base Flow,Cayuga Inlet,Lickbrook at W. Jersey Hill ,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Newfield Group,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.03,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.07,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Upper Treman,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.43,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.57,mg/L,Lab,
Base Flow,Cayuga Inlet,Route 89,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.27,mg/L,Lab,
Base Flow,Cayuga Inlet,Coy Glen near Mouth,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.64,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.2,mg/L,Lab,
Base Flow,Cayuga Inlet,Cass Park,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Cornell University Borehole Observatory (CUBO) Site,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.14,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Creek @West Miller Road,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.08,mg/L,Lab,
Base Flow,Cayuga Inlet,Downstream of Cornell University Borehole Observatory (CUBO) Site,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.13,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Headwaters,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Apr 04, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,6.16,mg/L,Lab,""
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Cayuta Rd.,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.69,mg/L,Lab,
Base Flow,Pony Hollow Creek,Pony Hollow Creek @ Driveway Crossing,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.37,mg/L,Lab,
Base Flow,Pony Hollow Creek,Chaffee Creek @ Route 13,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Apr 28, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.09,mg/L,Lab,
Base Flow,Keuka Lake,East Branch Shallow,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.21,mg/L,Lab,
Base Flow,Keuka Lake,West Branch Deep,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Keuka Lake,Willow Grove,"Apr 27, 2022",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
